reviewerID,reviewerName,review_count,avg_rating,rating_std,min_rating,max_rating,avg_text_length,text_length_std,min_text_length,max_text_length,verified_count,verified_ratio,all_reviews_keywords,top_category,top_category_count,top_style_colors,top_style_sizes,top_style_color_count,top_style_size_count,content_vector,user_idx,dominant_color,dominant_size,interaction_degree,pca_3d_x,pca_3d_y,pca_3d_z
A218T4MO2D9DF3,Amazon Customer,6,5.0,0.0,5.0,5.0,140.0,0.0,140,140,6,1.0,comfortable shoes wide feet falling arches help enough day long,,0,[],"['m', 's', 'l']",0,3,"[-2.71450095e-02  3.87271553e-01  5.98690771e-02 -4.06618649e-03
 -6.33044317e-02 -7.27949291e-03  6.13871142e-02  4.56736833e-02
 -5.39862737e-02  1.29662594e-02  2.39830595e-02  1.21044777e-02
  1.96351372e-02 -4.57724407e-02  7.42316321e-02  1.39934570e-02
  1.11343591e-02 -3.44355032e-02  1.18515724e-02 -6.08685310e-04
  2.70661581e-02 -5.23314849e-02 -2.18881872e-02 -9.14681982e-03
 -2.06041429e-02 -2.04274785e-02 -3.05054355e-02 -4.72599231e-02
  3.11814658e-02  2.35551950e-02 -6.74331095e-03 -5.55103831e-02
 -5.55247162e-03  6.15946501e-02 -2.17377674e-02 -2.08765734e-02
  2.20144331e-03  1.25272050e-02  1.67635456e-02 -6.20118901e-03
 -1.90594960e-02 -5.30218370e-02  3.59237380e-02 -4.60389778e-02
  2.87611522e-02  1.03927925e-02  2.39827614e-02  2.68156035e-03
  7.39270682e-03 -8.44340306e-03  1.84996845e-03  2.02021655e-02
  2.18034014e-02 -3.45339477e-02  1.23243168e-04 -1.94689333e-02
 -1.51838083e-02  1.47331366e-02 -4.61554527e-03  9.52479988e-03
 -2.02641450e-03 -2.01198850e-02 -4.27732989e-02  4.95912088e-03]",318,unknown,m,6,1.3229882,-0.03688723,0.09621639
A21L4WMRW9ITF1,Amazon Customer,5,3.8,0.8366600265340756,3.0,5.0,5.2,2.683281572999748,4,10,5,1.0,good runs small,LMB,1,"['black', 'green', 'pink', 'silver', 'white']",['s'],5,1,"[-0.45088592 -0.04563272 -0.02061631 -0.0828353  -0.10561612 -0.0104947
 -0.05402535 -0.08390852 -0.05249114  0.01139527  0.00251885  0.00626641
  0.00274664  0.03937673 -0.01718338  0.02189002  0.01763118  0.01425132
  0.01438789  0.04362552 -0.0386165   0.02880819 -0.03784827  0.03634952
  0.0185071   0.03275954  0.00082089 -0.02565915  0.03947995 -0.05179584
  0.02598606  0.03360061  0.0148633  -0.04034063  0.03376831  0.03206886
  0.03218939 -0.0027862  -0.02610259 -0.04497723  0.01155778  0.02083624
  0.00492432  0.00955887 -0.01414124  0.03074266  0.00672927  0.00578282
 -0.02623187  0.03918925  0.01768734 -0.01511812 -0.01015127  0.01759264
 -0.05842466 -0.0381329   0.09040038 -0.00087897  0.03489096  0.02685018
 -0.00556297 -0.03723119 -0.02827367 -0.02888908]",319,black,s,5,1.0462962,-0.040650338,-0.19223413
A21M1G84SE8SOO,Pat Chavez,6,5.0,0.0,5.0,5.0,8.0,0.0,8,8,6,1.0,fit good,,0,[],"['m', 's', 'l']",0,3,"[-4.47460741e-01 -8.69444534e-02  2.88389288e-02 -7.42269531e-02
 -8.83708894e-02 -1.43881738e-02  1.25707379e-02 -6.39442354e-02
 -3.34302112e-02  2.28964239e-02  2.98149344e-02  3.87614928e-02
  9.49743483e-03 -4.12031412e-02 -6.39537349e-02  4.16538753e-02
 -2.69542215e-04 -1.27850799e-02  2.68339291e-02  5.63276419e-03
 -4.95583564e-02 -3.10989674e-02  2.46049128e-02  3.16124000e-02
 -3.05396337e-02 -1.31938150e-02  5.85747436e-02  1.65972933e-02
  2.26029218e-03 -1.94541086e-02  2.54406501e-02  3.72836255e-02
  1.18077286e-02 -4.75208797e-02  1.24374675e-02 -1.50467204e-02
  5.20306826e-02 -1.27473949e-02 -4.10379656e-03  3.07634510e-02
  1.91996563e-02 -1.18346345e-02  1.99072454e-02 -3.53953656e-04
 -3.72730987e-03  3.91002111e-02  1.54033313e-02  2.05175206e-02
  3.08952592e-02  2.02992484e-02  1.50468070e-02 -2.84532737e-03
  2.90211905e-02  6.13377541e-02 -1.77957229e-02  2.57064356e-03
  1.38858454e-02  1.19810188e-02  2.85011046e-02 -1.95285603e-02
  2.39991071e-03 -3.30251735e-03 -3.84614686e-03  1.30559588e-02]",320,unknown,m,6,1.3255079,-0.035712022,0.1167562
A21ORQG74MR3FK,azcrdsfan,8,3.875,1.246423454758225,2.0,5.0,135.125,85.80282629377659,56,337,8,1.0,looking thought cheap little thicker faster nice cute metal delivered thanks shows china frumpy returned,Lovaru,1,"['white', 'purple']","['s', 'm', 'medium']",2,3,"[ 0.11572377 -0.14092888  0.22675803  0.2043806   0.06493451 -0.00745444
 -0.06904487 -0.1381752  -0.03194565 -0.00936825 -0.02928027  0.14103027
  0.09505761  0.10722627 -0.07427503 -0.11327309  0.02215048 -0.0974039
  0.05782958 -0.0615891  -0.01379277 -0.01014799  0.00443289 -0.04497324
 -0.01212717 -0.01341755  0.05748982 -0.05579808 -0.02752458 -0.03706408
 -0.02494256 -0.04362775  0.01682848  0.01293257 -0.00163709  0.01479494
  0.01005828  0.00921959  0.00162555  0.02960453 -0.01849822 -0.06436428
  0.01151344 -0.00112662  0.00191957  0.01619341 -0.00640166 -0.00757057
  0.03841859  0.01105924  0.03248776  0.0130155   0.02235341  0.03907193
  0.00819932 -0.00592868  0.00268833 -0.01854826 -0.02020414  0.01408157
  0.04093678  0.03272508  0.04224465 -0.00314224]",321,white,s,8,0.98555595,-0.023441112,-0.113332465
A21OW7VVC35KDN,Honey,5,3.0,1.8708286933869709,1.0,5.0,111.6,209.72672695677105,7,486,4,0.8,product watch one time like poor quality wanted see purchase men related item view photograph,ZANZEA,1,"['black', 'gold']","['l', 's']",2,2,"[-0.15428242 -0.00096863 -0.15080819 -0.0260391  -0.01916138  0.02000843
  0.00426929  0.04093677 -0.09845304 -0.10676312  0.11743033 -0.11205932
  0.09861548 -0.04809     0.04333187  0.03669227 -0.02480701 -0.00654006
  0.07472979 -0.03322162  0.01589902  0.00226305 -0.00796027  0.01503403
  0.01271891  0.07528374  0.04812951  0.00951388 -0.10580733  0.00363035
 -0.02157131 -0.06429564  0.00355848 -0.0255564  -0.09904421 -0.00881194
  0.03502983 -0.04004059 -0.02561083 -0.00299763  0.04483735 -0.02165018
 -0.04490308  0.00307731  0.00304246 -0.02217097 -0.003042    0.08961044
  0.02651314 -0.03677304 -0.07598366 -0.01662076  0.05918313 -0.04378617
 -0.07061242  0.01935188 -0.02768699 -0.03201952  0.01007635 -0.00878977
  0.01837143  0.01220849  0.03060975 -0.00428994]",322,black,l,5,0.9882326,0.27747318,-0.17229371
A21PLUMLST80EK,The Lucky One,7,5.0,0.0,5.0,5.0,113.57142857142856,62.36413804652249,90,255,7,1.0,purchased daughter gym class she loves cute comfortable bought gorgeous looking feeling perfect fitting shirt,Alvish,1,['white'],"['m', 's', 'l', 'xl']",1,4,"[ 0.37528482 -0.15133654  0.10015608 -0.12531346  0.04263942 -0.16443539
  0.14680712 -0.09885177 -0.04156049  0.05648981  0.03236908 -0.1331184
  0.05125646  0.0956184   0.0168969   0.02884236 -0.01983837 -0.00436578
  0.00358179 -0.01590534  0.01303316 -0.05020494  0.04047056 -0.02757635
 -0.06829347 -0.01895552  0.04712358  0.01597654 -0.01400913 -0.06661522
 -0.01585481 -0.01281656 -0.01296096  0.04218459  0.01139772 -0.03424245
  0.01750751 -0.0126327  -0.01179319  0.01195379 -0.06202921  0.01823562
  0.04712804  0.02474275  0.03368536  0.036115   -0.00313605  0.01142014
  0.05427327 -0.0014143  -0.00461228 -0.06195521 -0.02096214  0.0177972
 -0.02399508 -0.00581751  0.00518495  0.02071648 -0.02442293  0.03590686
  0.02395518  0.00297389  0.02766392  0.03895264]",323,white,m,7,1.1564136,0.07470053,0.038444888
A21SV1XYXF2GK,Morgan Slimskey,6,4.0,0.0,4.0,4.0,199.0,0.0,199,199,6,1.0,zumba purchased wear weightlifting trial last night great super comfortable good ventilation much padding minimalist,,0,[],"['m', 's', 'l']",0,3,"[ 0.20500168  0.17304797  0.03023565 -0.13330384  0.13397792 -0.04181353
 -0.01357085  0.04982283 -0.14393853  0.09270073 -0.02852055  0.0054327
  0.02788819  0.08052419  0.00231361  0.06402824  0.03601929  0.04517267
  0.01104719  0.00807906 -0.10726584 -0.00315723  0.07683374  0.02823755
  0.03862921 -0.02956792 -0.03554157  0.04018209  0.04495415 -0.05358357
  0.07877453  0.04773555 -0.01394091 -0.03952013  0.03106122  0.02144432
  0.04005896  0.0172717  -0.02145076 -0.0038349  -0.06372681  0.01827296
 -0.03422485 -0.08908858 -0.01795141 -0.01323134 -0.0381382   0.02294412
  0.0352723  -0.07263175  0.03021692  0.0035692   0.04391601 -0.00320881
  0.01318582  0.00842201  0.0072756  -0.00955199 -0.00802275  0.0457726
 -0.00464837 -0.03938841  0.03837008 -0.0184826 ]",324,unknown,m,6,1.3247557,-0.031592205,0.12487729
A21VOGH4KNBGP4,bookfreak,7,4.0,1.0,3.0,5.0,405.0,262.7565413077284,165,873,4,0.5714285714285714,like one well look fabric pile really grey hot interfacing neckline color area heat end,Vobaga,1,['black'],"['s', 'l', 'plus size', 'xs']",1,4,"[ 0.16738321 -0.13237235  0.03965681 -0.18347764  0.03400262  0.02519326
 -0.02703356  0.08378357 -0.05662649  0.00892187  0.02674127  0.06280193
 -0.07509445 -0.0321639  -0.04049373 -0.01700912  0.02528991 -0.09125649
 -0.09963929  0.12399366  0.03102364 -0.0289139   0.01091109 -0.09560779
 -0.05269093 -0.04819908  0.09842319  0.0610873  -0.03063974  0.00344934
 -0.00514665  0.01157279  0.00647926  0.01954415 -0.02568586 -0.01653235
 -0.01367632  0.04848881  0.01431855 -0.02032403  0.03024306  0.03605838
 -0.00137437 -0.03336792 -0.03335814 -0.02445979  0.00823171 -0.00300248
 -0.03995281 -0.06372844 -0.03654815  0.049045    0.04845688 -0.01794564
 -0.04685528 -0.03221491  0.00219858  0.0030699  -0.00032528 -0.01434474
 -0.00244627  0.01432576  0.03275286 -0.01520801]",325,black,s,7,0.9919935,0.4427555,-0.24258777
A21XW1M1DOSJS5,Kelly Dudley,5,3.0,1.224744871391589,1.0,4.0,141.8,18.308467986153293,119,168,5,1.0,bit kind short unlike clothes purchased seller dress little big definitely goes longer legs picture,Allegra K,2,"['black', 'gold', 'red', 'white']","['s', 'large', 'xs']",4,3,"[ 0.36370167 -0.08659367  0.19302753 -0.10459298 -0.14990185  0.06466522
  0.05525668  0.02236269  0.07884423  0.0142717  -0.03441167 -0.04991858
 -0.05347544 -0.04477028 -0.00195633  0.10402277  0.06110543  0.01422579
 -0.0210952  -0.04130024  0.04988418 -0.06918012  0.02713181  0.02575042
  0.03718289  0.00183269 -0.00451507 -0.01729314  0.10014959 -0.04675144
 -0.01597841 -0.02138051  0.02494904 -0.00486755  0.03897338  0.02685664
  0.03375063 -0.0439908   0.01297566  0.00201548 -0.06904504 -0.06219997
 -0.03231382  0.01289759 -0.01452883 -0.01182608 -0.03806783  0.01556459
 -0.02546167 -0.05773176  0.01900691  0.01229168 -0.01991385 -0.04546655
 -0.05066288 -0.00301437 -0.00879069 -0.02286375 -0.00051013  0.00115167
  0.00924294 -0.0235848  -0.0543605  -0.00503777]",326,black,s,5,1.0146365,-0.1884045,0.18057266
A21XWKC1FALL5K,Amazon Customer,7,4.857142857142857,0.3779644730092272,4.0,5.0,18.571428571428573,20.00714158208799,4,60,7,1.0,love top arm around tight rest big nice light easy pack much,boxed-gifts,3,"['black', 'orange', 'red']","['s', 'xl', '3xl', 'medium', 'small', 'x-large']",3,6,"[-0.16266298 -0.22381397  0.12145173  0.05458991  0.03698608 -0.1233734
  0.16614638  0.08300727 -0.03187366  0.03715048  0.02440704  0.08003657
 -0.03492802 -0.00048718 -0.02234468  0.01667264  0.04879731 -0.00938387
 -0.03695903 -0.04966678  0.03340579 -0.01512542 -0.00113744 -0.02390619
  0.03513297 -0.00181911 -0.02331576  0.04749621 -0.0341664   0.0097358
 -0.04530952  0.03390909 -0.04435135 -0.02134055  0.02816189  0.00623032
 -0.05014595  0.03699989  0.02832595  0.03013699  0.04675901  0.02413656
 -0.01013926 -0.0096915  -0.01017598 -0.00040459  0.00926057 -0.06420478
  0.03771501  0.06298331 -0.01372746  0.00910049  0.0254094   0.02689212
  0.05052032 -0.00542289  0.01957184  0.01914534 -0.01610487 -0.00237654
 -0.01046177 -0.00171127 -0.02208288  0.04565097]",327,black,s,7,1.0390404,0.5614512,0.15180035
A220STV60KRN7W,Kinky.K6,5,3.0,1.8708286933869709,1.0,5.0,295.6,192.8997148779645,177,638,5,1.0,shirt fit look good great well her top little collar return color true picture didn,uxcell,1,"['black', 'pink', 'red']","['s', 'l', 'x-large', 'xl']",3,4,"[ 0.2926067  -0.21056205  0.02170103 -0.13355383 -0.03711396 -0.11757262
  0.18331158 -0.02591931 -0.05691442 -0.02074269  0.04990976 -0.06605783
 -0.1063243  -0.02379805 -0.06485375 -0.02905571  0.03809936 -0.11292907
 -0.13175577  0.0056475  -0.04771465 -0.0549094  -0.01716522 -0.01161102
  0.0382039  -0.01901446  0.11807951 -0.00632932  0.0021722   0.0568122
  0.02728684 -0.05484616 -0.02832783  0.0375361  -0.00902042  0.03747048
  0.0318584  -0.04178919 -0.00412908 -0.03515399 -0.01411444  0.00359245
  0.04364238 -0.04374721  0.03288495  0.01631268  0.0244492  -0.01965783
 -0.01906617  0.01275205  0.00976424  0.02512787  0.02365067 -0.00598226
 -0.05668324 -0.02847305 -0.01310205 -0.03545047 -0.02000741 -0.03043104
 -0.03507218  0.01465853  0.00862302  0.00139991]",328,black,s,5,0.98343927,0.2513977,0.29760218
A2217C32NV136I,Maria Monti,5,4.6,0.5477225575051662,4.0,5.0,515.0,129.85568913220553,291,627,4,0.8,wear top great nice dress love material accessories you black simple flattering buy casual large,Allegra K,3,"['black', 'charcoal', 'gold', 'gray', 'white']","['large', 's', 'm']",5,3,"[ 0.26826996 -0.11621054  0.07717304 -0.03350562 -0.2118268   0.14196616
  0.01178251 -0.01143838 -0.0663437   0.01880464 -0.01214479 -0.09347463
  0.0567277  -0.05964742  0.12458399 -0.02385417  0.00049011  0.0251349
  0.02170243 -0.10150509  0.02159874 -0.01800786 -0.02684872 -0.0452636
  0.05416653 -0.11423531 -0.03197875  0.04237631  0.08982725  0.0403222
 -0.11420795  0.09524351 -0.00548688 -0.02420328  0.10386606 -0.02391136
 -0.02799505  0.06132755  0.01596016 -0.00435788 -0.00027415  0.06494283
 -0.05508781 -0.03763875 -0.02034033  0.03656186 -0.01642957  0.01184362
 -0.08616564 -0.00091357 -0.04494176 -0.00908487  0.08542215  0.04670051
 -0.00221678 -0.03606396 -0.04068993 -0.01875721  0.09034389  0.02925146
 -0.02520513 -0.03547241 -0.01196554  0.01167017]",329,black,large,5,1.0420674,0.12112327,-0.043064836
A225UWT247BBBH,J. Blair,7,3.857142857142857,1.2149857925879115,2.0,5.0,427.57142857142856,173.54236480165983,155,659,6,0.8571428571428571,you pretty size make little skirt looking long perfect enough large small panty garters stretchy,LoveFifi,1,"['black', 'blue', 'purple']","['m', 'l', 's', 'small']",3,4,"[ 1.8523267e-01  8.9333974e-02  3.7929866e-02  1.1991819e-01
 -1.2956573e-01 -5.7113908e-02 -1.3352539e-01  1.2594220e-01
  7.9043478e-02  1.5094648e-01  2.0069765e-01  1.2682620e-02
  2.2708757e-02 -1.9083424e-01 -2.4239993e-02  7.9972938e-02
 -5.1353041e-02 -9.9311568e-02  1.1514602e-02  5.4149736e-02
  7.0975809e-03  1.1554054e-01 -7.5164773e-02 -4.9682874e-03
  1.2233530e-01 -1.4454854e-01 -6.0372883e-03  7.5592496e-02
  4.5976553e-02  1.1668720e-01  1.2578887e-01 -1.7714590e-01
  3.6746647e-02 -4.1847307e-02  1.7536793e-02 -7.7308550e-02
  1.2624465e-03 -3.8514230e-02  3.1836198e-03 -8.9743696e-02
 -9.7717278e-02 -5.9130978e-02 -1.2614891e-02  1.0985439e-01
  7.1643651e-02 -6.7056809e-03  2.5718659e-02  1.9348633e-02
  4.9014799e-02  6.4641595e-02 -1.4225819e-02 -2.4683483e-02
 -2.5068153e-02  3.4147847e-02  6.7755175e-03 -8.5646987e-02
 -1.6566254e-04 -2.3730995e-02 -1.9991800e-02 -1.4119184e-02
 -4.4078683e-04  2.0601911e-02 -1.0174615e-02  2.0766011e-02]",330,black,m,7,0.95861477,-0.07100437,0.10515969
A227E3XJ8LIKAK,Palmer,9,4.111111111111111,0.927960727138337,3.0,5.0,427.55555555555554,396.2360758156402,28,1009,9,1.0,wear size nice you picture normally medium ordered fits love looks like want good way,coromose,1,"['black', 'blue', 'green', 'white']","['s', 'large', 'plus size', 'xl']",4,4,"[-0.04770707 -0.16252543  0.11573586 -0.05012327  0.11003704 -0.15819806
  0.02814141 -0.06527063 -0.00496024 -0.21323068 -0.03128584 -0.00867767
 -0.01481984 -0.00894968  0.10137931 -0.01510545  0.03106048  0.00352855
  0.06685184  0.06567403 -0.07894793  0.10056308 -0.03004315  0.05093188
 -0.01372171 -0.00459726 -0.09314825  0.00294494 -0.0369928   0.02416193
  0.00277952 -0.04387482  0.04883459 -0.05276778  0.01975067  0.03082392
 -0.01546874  0.0552237  -0.00886732  0.00099622 -0.02419331 -0.0147387
 -0.00621686  0.00771756  0.01548646 -0.00925641 -0.02720779 -0.00075592
  0.01695936 -0.10297958 -0.02417951  0.03743707  0.06247932 -0.00807944
 -0.01740788 -0.01325762 -0.02196534  0.05238356  0.00291614  0.01872735
  0.03511289  0.02675183  0.00691839  0.01804196]",331,black,s,9,1.030189,0.011773571,-0.12811124
A22BYJZNMYDTTQ,Diamond,6,4.0,1.6733200530681511,1.0,5.0,45.5,50.31003875967499,8,141,6,1.0,beautiful blue pictured exlarge received fit child smh returning works deep still loose flowy wait,Vakind,1,"['black', 'blue', 'gold']","['s', 'medium', 'xl']",3,3,"[-0.11158759 -0.08317557  0.02022242  0.13448973  0.08788569 -0.13560133
 -0.06198144  0.1627213   0.11585694  0.01026999  0.07545857 -0.01766638
 -0.00542639  0.15003367 -0.14536172 -0.10748923  0.03968105  0.00968292
  0.07485776  0.02358525  0.0853744  -0.02290559  0.11939812 -0.02962093
 -0.05282803  0.0859848  -0.07338652 -0.10312695 -0.00325908  0.09646583
  0.02764584  0.08945788 -0.13555866 -0.02912228 -0.01618827  0.10730437
  0.11505623 -0.04005799  0.01127174  0.04551148 -0.02387599 -0.00404599
  0.00233759  0.12018634 -0.05282849  0.08851795 -0.05424817 -0.02663926
 -0.03780666 -0.00991224 -0.01753762 -0.01796284 -0.04439709 -0.0302371
  0.02589256  0.01664229 -0.02197837 -0.08513816  0.04730876 -0.03280298
 -0.03289266  0.00425622 -0.00451235  0.03630053]",332,black,s,6,0.9777885,-0.34776264,-0.38786224
A22FYN2DKXSWS0,APrime Tower,6,3.0,0.0,3.0,3.0,194.0,0.0,194,194,6,1.0,shoes sure mid section foot starts hurt using long day tough workout gym owned nike,,0,[],"['m', 's', 'l']",0,3,"[ 7.90870115e-02  4.43805605e-01  1.94598809e-02  5.06558456e-02
 -1.15284771e-02  4.12916280e-02  6.31174212e-03 -7.73175582e-02
 -5.12357652e-02 -6.66216761e-02  2.71795318e-02  2.78745225e-04
 -1.45710185e-02  4.02910598e-02 -8.12540669e-03  5.42261042e-02
  5.06003425e-02 -2.96693947e-02 -3.69616523e-02  4.12296541e-02
 -2.28839107e-02 -2.10291315e-02 -4.09709401e-02 -2.06859745e-02
  4.50403579e-02  4.35990505e-02  1.93291903e-02  9.75229137e-04
 -4.12596855e-03  2.66241115e-02 -1.46063641e-02  5.25051504e-02
  4.39667292e-02  3.39791575e-03  4.14741673e-02 -2.64969170e-02
  2.83987392e-02 -3.05787884e-02  1.18771456e-02  4.76221181e-02
  6.08373433e-04  3.79033536e-02 -8.33070185e-03  3.18645290e-03
  2.50307992e-02  1.46153923e-02  3.87830399e-02  8.73979367e-03
 -1.76034160e-02  1.81647744e-02 -1.70002598e-02  1.60372704e-02
 -1.93914361e-02  5.39696775e-03  3.45714646e-03 -1.53634243e-03
  7.62049528e-03  1.13122743e-02 -3.13547999e-02  1.02871610e-03
  1.50996568e-02  2.70784870e-02  2.71800123e-02 -1.96172550e-04]",333,unknown,m,6,1.3207799,-0.03480915,0.08347814
A22MCHR6N4QYQ3,Cheryl A. Croston,5,4.6,0.5477225575051662,4.0,5.0,168.4,205.3930378566908,12,528,4,0.8,pretty looks gift love granddaughter smaller took important mind you expensive bought birthday know she,Sanwood,1,"['black', 'yellow']","['large', 'one size']",2,2,"[ 0.16583146 -0.02273045 -0.12554073 -0.10903741  0.02649435  0.01666553
 -0.07743881  0.13551785  0.13135605  0.0123635   0.14309567  0.02082193
 -0.16800593  0.12142897  0.10669243 -0.02449482 -0.04015465  0.16015165
  0.01195669 -0.05764496 -0.06573893 -0.01419627  0.03690914 -0.0694204
 -0.08422802  0.04175783  0.0275628  -0.01062506 -0.0125801  -0.02697755
 -0.04675792  0.03043421 -0.07612524  0.02493717 -0.00707874 -0.06606143
 -0.04832996  0.01770937 -0.0470808   0.01413244  0.0688894  -0.06502882
 -0.09925001  0.03144708  0.01585819 -0.0585708  -0.02315281 -0.04409859
 -0.01653855 -0.05867731 -0.02081177  0.00828454  0.04128338 -0.00159147
 -0.01335271 -0.07439377 -0.05327832  0.00186278 -0.07659227 -0.03125331
  0.011598   -0.02263754 -0.03506435 -0.03423311]",334,black,large,5,0.98158175,-0.14134309,-0.27798426
A22OCHKNFPTSFK,Dom,6,2.333333333333333,2.065591117977289,1.0,5.0,207.16666666666663,70.2265381936677,107,315,6,1.0,small person cheap looking like large looks ordered lace look company ever quality waste your,koobea,1,['blue'],"['s', 'small', 'l']",1,3,"[-0.03867605 -0.09417138  0.09631888  0.03408939  0.14662221  0.06200929
 -0.06666163 -0.02897309  0.02525502 -0.03098854 -0.01832193  0.03562699
 -0.02765271 -0.01439941  0.047152   -0.08750926 -0.03973553 -0.10491167
  0.03167364  0.08064272  0.08872564  0.14525408 -0.01683339 -0.10380438
  0.03337576 -0.02807109 -0.0188123   0.0332647  -0.02528097  0.01693435
  0.03575633 -0.01856985  0.01986847 -0.00728472  0.04228379  0.03234727
 -0.05730995  0.02265248 -0.01368041  0.01269004 -0.01468804 -0.12412184
 -0.06048343  0.01153244  0.00741257  0.01897371  0.03320959 -0.01600934
 -0.01849482  0.01458015  0.05194287 -0.05809579  0.01737957 -0.03181082
 -0.00906071  0.00554194 -0.00192143 -0.02768569 -0.01484727  0.01445112
  0.0507733  -0.02472459 -0.03608595 -0.01700924]",335,blue,s,6,0.96901816,0.12392996,0.07766921
A22WG2NE4D47UM,Amazon Customer,6,5.0,0.0,5.0,5.0,166.0,0.0,166,166,0,0.0,comfortable shoes used working extremely light weight flexible loved much purchased two pair different colors,,0,[],"['m', 's', 'l']",0,3,"[ 0.07889567  0.4376771   0.07392064  0.02689115  0.0067881  -0.0142423
  0.00813636 -0.08178593 -0.08109057 -0.00176732  0.01327232  0.00509465
  0.03103922  0.011172    0.00334886  0.03534282  0.00822589  0.04260156
 -0.01905688 -0.01203902 -0.0057344  -0.02765024  0.03587115 -0.02129498
  0.0253747  -0.0123424  -0.01216572 -0.02261381  0.02400369  0.00729665
  0.01790698 -0.01095234 -0.04858349 -0.00688097  0.01045286 -0.04032538
 -0.01412298  0.02599698 -0.0200446   0.01389931  0.02236223  0.00474851
  0.01541223 -0.02981075  0.03807441  0.03259996  0.01839624 -0.01165625
  0.00518127  0.03109005  0.03149477  0.02359743  0.02732841 -0.03159295
  0.02040865 -0.01008075  0.00904975 -0.01051165 -0.02816191 -0.01372763
  0.01723902  0.03786505  0.01576145 -0.02813717]",336,unknown,m,6,1.3210956,-0.035458215,0.12553652
A22WH1BPQH7XJD,Priscilla Wallace ,5,4.0,0.0,4.0,4.0,27.0,0.0,27,27,5,1.0,new gym shoes love,,0,[],"['m', 's', 'l']",0,3,"[-1.28187299e-01  3.30069244e-01  1.11261398e-01  1.83372155e-01
 -2.38187518e-02 -3.32694016e-02  1.28631532e-01  7.51532763e-02
  6.11117147e-02  2.65080258e-02 -4.18055914e-02 -1.22968005e-02
 -4.04639728e-02  8.21496323e-02  4.05127794e-05  3.94331329e-02
 -2.05741003e-02  1.09171666e-01 -3.71693224e-02 -2.25422997e-02
 -3.79517581e-03  6.26121461e-02  7.75915533e-02  1.09037906e-02
  5.68262301e-02  3.43224816e-02 -6.88265786e-02  3.53482179e-02
  6.01452496e-03 -3.64354141e-02  3.33648399e-02 -1.79846138e-02
 -6.87736832e-03 -4.49001677e-02  5.03445603e-02  1.80623606e-02
  3.89305293e-03  5.61561361e-02  5.69189014e-03  1.52760781e-02
 -4.46646176e-02  6.27969252e-03 -2.65397225e-02 -3.73063202e-04
  2.99167819e-03  7.59626999e-02 -9.91269294e-03 -3.79477888e-02
 -1.09449914e-03  4.75945504e-04  1.35478994e-03 -9.43490211e-03
  5.79836965e-02  2.38180719e-02  2.00206810e-03 -7.74858333e-03
  4.82144542e-02 -2.24311147e-02 -4.81651612e-02  1.41620287e-03
 -2.82041654e-02  2.31442275e-03  1.86494328e-02  3.20969475e-03]",337,unknown,m,5,1.3259118,-0.06775332,0.09111561
A232J1FHOQI5YN,Louis Robbio,6,5.0,0.0,5.0,5.0,39.333333333333336,14.459137825841022,30,58,6,1.0,excellent value comfortable good product price used day problem,,0,[],[],0,0,"[-0.4021128  -0.01149853  0.01403754  0.01212739  0.07961266 -0.05344981
 -0.02988626  0.13677484 -0.11689902 -0.04220631  0.01305282 -0.05854242
  0.05566896 -0.0343933   0.04762106 -0.01225748 -0.06070265  0.01899369
  0.00864212  0.02719485  0.03997252  0.00120794  0.01735615 -0.02968101
 -0.00903799 -0.02924163  0.00542959 -0.04014711  0.04847665 -0.00866572
 -0.02820985 -0.02639976  0.01603571  0.02698779  0.03803541  0.01673359
 -0.00768489  0.00234656 -0.01456759 -0.01772576  0.03125713 -0.00721513
 -0.02729119  0.01164487  0.01158233  0.01298258  0.01473985 -0.02049666
 -0.01517499 -0.00658423  0.01785933  0.06183799 -0.02177094 -0.00448534
 -0.03808641  0.00643372 -0.0242769  -0.00433298 -0.01592627 -0.00807931
  0.00476139  0.012364   -0.03300836  0.0105628 ]",338,unknown,unknown,2,1.1684446,0.18042137,0.08639048
A233H39NU2IN86,H. M. MCCALL,5,4.2,0.8366600265340756,3.0,5.0,143.0,83.79140767405688,26,220,5,1.0,stone arrived bent set one inexpensive sparkly ring faintly orangey red color worth price fixable,SEXYWG,1,"['silver', 'green', 'red']",[],3,0,"[ 0.20358138  0.04599313 -0.32742974  0.0803813   0.02433026  0.05372955
 -0.07978397 -0.02193329  0.10252504 -0.00798729  0.00623837 -0.13593651
  0.06312682 -0.09390579 -0.02635027  0.00767062  0.16292734 -0.1383296
  0.00531697 -0.05391921 -0.10625937 -0.00494153 -0.03922761 -0.05285507
 -0.01234423  0.09895144  0.02130853 -0.03358274 -0.027157   -0.04591334
 -0.01303631 -0.0389465   0.03128745 -0.04871637 -0.00088879 -0.07724859
  0.00543106  0.1734016  -0.06634331  0.00516417 -0.08221905  0.01809807
  0.01731986 -0.03900212 -0.02565072 -0.02932768  0.04032837 -0.03315085
 -0.01917893  0.03404807  0.0544736   0.02138015  0.00448818 -0.04356608
  0.01307765  0.06166131 -0.065753   -0.0025668  -0.02680075 -0.0370784
  0.02394853 -0.07081723 -0.04856927 -0.02706933]",339,silver,unknown,5,0.99040663,-0.4459998,0.005281402
