user_id,train,test
A1GU8OU7AOWNQ3,B00SYJCSJA|B010S6CEGS|B00LEEQLC2|B019T04QHY|B00Q43AV38|B00Q439WWY|B01D63P2AA,B01EFRK75Q|B01GDN0YLM|B019SIQJ7W
A1GZ9Z5M3Q4FDK,B001IKJOLW|B0058YEJ5K|B0014F7B98|B009MA34NY|B0092UF54A|B005AGO4LU,B010RRWKT4|B014IBJKNO
A1H2WJSALF3E9U,B0053WVNPG|B00QS7ECT4|B00Z8QZK8S|B01H27YZQ8|B017U0KC8C|B01578NR8G|B01D9NJ81Q|B017JLWF4G|B01C3WMRS0|B00FXW81RY,B00FXW7ZZS|B000KPIHQ4|B000V0IBDM
A1H48D6QP93FN7,B00CIEE0UM|B00LBC3G2K|B00SCVJBAY|B00OFX9WPM|B00CO8I22Y,B00COM550W|B010G71R5S
A1HFP2IVAPTUEC,B00CJ3SADU|B00VUNKD9Y|B00IJHMPE0|B00PKYUAH4|B00XVE549Y|B0150YIYQ2,B00L6CX97W|B011B9WEAC
A1HTREEKDS2GG5,B00J2RDZF4|B00MHDY7F2|B00WJ55D4W|B00LHPO6OS|B0142EONK2,B009IIK9K6|B011TFHDF4
A1I2PES89FWTCQ,B018U1PU1O|B01AR9F9UE|B01DZK5XUS|B01E4UQ31Q|B01GODS5NA|B01H2TNXY6,B01GMRWI7W|B01EL9BQ1M
A1I8KIQI1WV83O,B00X26I2ZO|B013QQFQ4E|B019JQJN8A|B01FHFABTM|B01CY8Z73A,B01B261Z2M|B01HE5ZOH2
A1I98GJAHJHSAM,B00HF4MXFO|B00H9WU71E|B00FAD21NQ|B00MIMOVB2|B00L3MEP50|B014I5CIOS|B0017LD0BM,B0017LGD34|B0017LD0BM
A1IBM7TVYJFVCM,B00VK85S6C|B016Q7H8TQ|B017I7QIKI|B00SUMK8NE|B01AJUB5HC|B00Y852K0Q|B015MUXJ0K|B018FCFDZG|B0112Q15IQ|B014K7RQ96|B01HC6I664,B01GO3DMTW|B01D8X4Y70|B014E8G9PI|B01825O5Z0
A1IE2I6J37INE,B016D9OOVW|B0186XH0DW|B0154RO162|B00KVN82HE|B00SH9BD0W,B00ZFXAI8Q|B01B86SC0Y
A1IE5BGNY2JTF4,B001IKJOLW|B0058YEJ5K|B0014F7B98|B009MA34NY|B0092UF54A|B005AGO4LU,B010RRWKT4|B014IBJKNO
A1IOGBFLBDHP7U,B00LMUIOIM|B00LMU9NE6|B00OCA59LY|B00LMU7Y4C|B00LMU8CDE|B00MQB04ZC,B00GRN45MS
A1IR4GED6BXNSR,B001IKJOLW|B0058YEJ5K|B0014F7B98|B009MA34NY|B0092UF54A|B005AGO4LU,B010RRWKT4|B014IBJKNO
A1IT4KHIA09H56,B00KA3W7IK|B00KREP1HQ|B00KW4LIJQ|B00LMU7GHM|B00KREP4NW|B00LMU8LLM,B00MIMOVB2|B00GA3LSQQ
A1IXBQ0BRUG9IS,B00KXR6UHW|B011I12NMW|B01DOJ3JA6|B014EL3ITA|B00KZBLWCO,B00D8408YI|B010HEKSFA
A1J0TQP3RM26DU,B005K04AQU|B00BY0AW6M|B00CO8I22Y|B00COM550W|B010G71R5S|B00NGIVLVK,B003MWEIA6|B00P65DQ3W
A1J3XYI0M1D0LW,B001IKJOLW|B0058YEJ5K|B0014F7B98|B009MA34NY|B0092UF54A|B005AGO4LU,B010RRWKT4|B014IBJKNO
A1J5CQ2Q7EAE9B,B00MFBMCUS|B01EJ9O5GW|B01FTW0YLS|B01GPNOQ3C|B017LUDR8I,B01EMYJN4S|B00TGP7PKI
A1J6W0XVTFE9DX,B00LMU8YAK|B00LMU8LLM|B019TYYADA|B00SLZYHVE|B01EJTTKEY|B01GCLRACG|B00WMK10J6,B01EMN3KWK|B01E8A3YC8
A1J7RPYGVGH5O3,B00S1RL5V2|B018A4JSYQ|B00RV92XY4|B01ALG9H06|B013VCE0BI|B01A5H3Z0O|B00QI7BVNY|B010LWUNFS|B00UYT221C|B00QC6YS3G|B01AYV1WCO|B00UX3KIGA|B00LXA8NSC|B01AIWEB3Q|B01FZAUA8G|B00KV9XT5I|B01FRSI83K|B00TA44238|B00IID3RZ6,B00N4Q4S4Q|B019TFT5FC|B00Y1MTAW2|B01G89CCBG|B01E4PAF38|B006UZSX8K|B01595RKE4|B01CLQQ0QI
A1JL4PWGAIXOOW,B0177W9DAQ|B00YTZPG2Y|B014QUVQIO|B00PG7RLPY|B00PQDWBLC|B010Q2A2V8,B01DQM1JBW|B01FTMNDUM
A1JPIAM1U88QGK,B00P5NTHBK|B00V7RBO5A|B01AJAPEHE|B017JMFJSE|B013SLJXGY|B01CJ97XYU,B01FTXSLGC|B00MAMQ65O
A1JXY9I578VQ3O,B00D77WDB2|B00CN4QC30|B00CO8I22Y|B00COM550W|B010G71R5S,B00EB1077K|B00N2SYV2K
A1K0VEMIB5QF7I,B001IKJOLW|B0058YEJ5K|B0014F7B98|B009MA34NY|B0092UF54A|B005AGO4LU,B010RRWKT4|B014IBJKNO
A1KAN4NVYKGCJ9,B01FYYZODY|B01E71QY52|B01GDVROJE|B010TQMXP4|B014UID6NA,B00QC6YS3G|B01GP0WHVS
A1KCUIY8RTA0RT,B006VR99J4|B009PMILQE|B00E1L9QOU|B00HR6AQTK|B00CQNT23A|B00AFRBLZG|B00BMLCB0S|B00A7WXJV8,B00MLYE8PQ|B00G5INCQ0|B01DR1FOKY
A1KPVRW3QEUOQZ,B00H54IQXW|B00QB5THD4|B00QB5TIII|B000YFSR5G|B000YFSR4W,B000YFSR5G|B000YFSR4W
A1L1FO53HCA6NB,B004Z1V77K|B00EN7C0OA|B00BKVAXVY|B01AAA5AN6|B01H6EM8W0,B01ESTOF1I|B0158T9TTK
A1L34AUMJL8CW6,B00HG32TU8|B00CQNT23A|B00DY45UH2|B00IYF4CHK|B00PF593QW|B00ISYT3EE|B00QDSVSTU,B00ZC70YZC|B0123DVS5W
A1L3NFQAR2YDUK,B00KW4L1Z2|B00IOBLTO8|B00KA3WMJY|B00LMU9LIE|B00INTIPKC,B00KA3VO3O|B00LMU8EHI
A1L7TD1CZQDK6R,B001IKJOLW|B0058YEJ5K|B0014F7B98|B009MA34NY|B0092UF54A|B005AGO4LU,B010RRWKT4|B014IBJKNO
A1LCV2UNXGHB0W,B001IKJOLW|B0058YEJ5K|B0014F7B98|B009MA34NY|B0092UF54A|B005AGO4LU,B010RRWKT4|B014IBJKNO
A1LKTJ6HKH077C,B001IKJOLW|B0058YEJ5K|B0014F7B98|B009MA34NY|B0092UF54A|B005AGO4LU,B010RRWKT4|B014IBJKNO
A1LLDHUO4OLXYI,B001IKJOLW|B0058YEJ5K|B0014F7B98|B009MA34NY|B0092UF54A|B005AGO4LU,B010RRWKT4|B014IBJKNO
A1LLX8PMQSAUHT,B001IKJOLW|B0058YEJ5K|B0014F7B98|B009MA34NY|B0092UF54A|B005AGO4LU,B010RRWKT4|B014IBJKNO
A1LWZ405TSXD92,B00T72MVUE|B00M1E82FS|B00M1E8IB6|B00M1DGJ72|B00FG35RU4,B00SH9BD0W|B01CQLHOIG
A1LZXPCNQZ7BCF,B00S9VIU4K|B017VONKVS|B019OLD7GE|B015XQLHL6|B017XJSZTI|B0182RWJDS|B01AC4LVF6|B01AC4LEE4,B015R84B2C|B015MMA0GO|B01ESTODE2
A1M1Y5UGONAW06,B001716FQE|B00IE0ZIAA|B00MRXJUBS|B00KW4LIJQ|B00KW4LCCE|B00JRX3BIE|B0183R42CS,B0162SHKKG|B009YDTCT4
A1M9649XWMZ7G0,B00WJ1QCKA|B01BXCZHKG|B01AL8J17S|B01A5WXUNG|B01EFRK62A|B018K2EPGE|B01FELO1QS,B01HB9DHIO|B01DC1YLHG
A1MEZNNYI5MQHG,B000HX3BB0|B000HX3AFM|B000HX3D9U|B000HX814M|B000HX7BH0|B000HX80GG|B000HX58GG,B000HX805M|B000M4SZL0
A1MHDGUNHK9ONS,B00JTTW97A|B01DIKON0G|B01ECCGAE6|B00Q79DCKI|B01GKJD6P0,B00SOACE6Q|B014V7KKLG
A1MW215W7L41T1,B00E95LCBS|B00DI3F4KC|B00FFYVFYQ|B00GN7SB50|B00JRX9FFC|B00GBSVZF4,B00M1ID0TM|B00LN0YUXE
A1NBH6OGAD3BSK,B001IKJOLW|B0058YEJ5K|B0014F7B98|B009MA34NY|B0092UF54A|B005AGO4LU,B010RRWKT4|B014IBJKNO
A1NTI9B7VY30JM,B001IKJOLW|B0058YEJ5K|B0014F7B98|B009MA34NY|B0092UF54A|B005AGO4LU,B010RRWKT4|B014IBJKNO
A1NUTABYA0GIWX,B00UI90CL0|B00FR8519U|B019ZFSW4G|B01CGC46VI|B01EKUWKTE|B01CJ8W57G|B01ET49C1U,B01H6ED2IY|B01FXEZKJS|B00W3JFIC6
A1NVUR4LJG7SB1,B01DW31MEE|B01GLSYSH0|B00VYD1YQQ|B018MFASXI|B00K1KZC0M|B01FABCRF4,B018XN1Q44|B01C3Q9A68
A1NZX8JAG0BCGG,B005K04AQU|B00D8408YI|B00KSZSTP0|B015ZOY2Z4|B0185GSQOC|B00UDF11O6,B00Y2E23NW|B0192X8FO8
A1O6GWD9FMB7J6,B00Q439WWY|B00VHGEU6G|B01GGIEAI2|B00CQ9561G|B015KJFET2|B01HJGJ9LS,B018AN33JS|B01D4JVYK8
A1OFFB5DLIHH41,B001IKJOLW|B0058YEJ5K|B0014F7B98|B009MA34NY|B0092UF54A|B005AGO4LU,B010RRWKT4|B014IBJKNO
A1OK7HI3YI9682,B001IKJOLW|B0058YEJ5K|B0014F7B98|B009MA34NY|B0092UF54A|B005AGO4LU,B010RRWKT4|B014IBJKNO
A1OM5S4Z9J2JQQ,B001IKJOLW|B0058YEJ5K|B0014F7B98|B009MA34NY|B0092UF54A|B005AGO4LU,B010RRWKT4|B014IBJKNO
A1OOBIVO3APP7E,B001IKJOLW|B0058YEJ5K|B0014F7B98|B009MA34NY|B0092UF54A|B005AGO4LU,B010RRWKT4|B014IBJKNO
A1OVI6WAZ405QX,B00UDF11O6|B010FGD8ES|B019F75KZ8|B01EFIXU54|B00FNUNEJ6,B00UB56B66|B014EQY8NK
A1OWUKMLTHKYG,B0058YEJ5K|B0014F7B98|B009MA34NY|B0092UF54A|B005AGO4LU|B010RRWKT4,B014IBJKNO|B001IKJOLW
A1OXCD0BV1ATC4,B014QUVQI4|B012C16R5Q|B00NHXI8WE|B014FE638O|B0107R67C0|B00J8H9NJK,B01D7P9EWY|B00J7S8R3I
A1OYSQP5A5PUZ1,B00P39KC60|B00MIJ7O9Q|B00O1S7N1Q|B00OIRYNS6|B0165AQ70A,B01685WZL2|B01686KNUG
A1OZMZ4FLR5UPW,B001IKJOLW|B0058YEJ5K|B0014F7B98|B009MA34NY|B0092UF54A|B005AGO4LU,B010RRWKT4|B014IBJKNO
A1P0VD2CF3UDB4,B00P29CEJ4|B00Q42ZKSK|B00KA3VO3O|B00Q43HOL0|B00OCEO44I|B00SY6GCMW|B011KXGP36,B00ZWVV8LW|B0152VN1KM
A1P2JWDZ4SFW78,B001IKJOLW|B0058YEJ5K|B0014F7B98|B009MA34NY|B0092UF54A|B005AGO4LU,B010RRWKT4|B014IBJKNO
A1P9ZMD5KGA5K0,B00H7NTFMC|B014YD2TNE|B00G4CJY7S|B0101224XC|B01AMNGIYQ|B01AN03C6U,B01ESIJ4HY|B01HGMXS1C
A1PFKS00R93MRZ,B001IKJOLW|B0058YEJ5K|B0014F7B98|B009MA34NY|B0092UF54A|B005AGO4LU,B010RRWKT4|B014IBJKNO
A1PP0CWWC2CUEW,B00D8408YI|B00JSWJ49E|B00OIW135C|B00O2DY070|B00PIPZ5MU,B001MXKLR6|B012EMFRDQ
A1PTJYFWTK2JED,B00GOFF5BY|B00L9AAW0S|B00GA3LSQQ|B00IZSXR6I|B00LNE1YTI|B007BHXBQ0|B00IK6FZLA,B00AMMAL3M|B00MIMR9M0|B00NCGV45Y
A1Q53GUQ8M99U2,B00EC7J7U6|B00LZPYZ8C|B00DUYXL86|B00KA3VEG6|B00KA3UV0Q|B00LMUA8MC|B00LMUA6C4,B00PJIPZGW|B00S60VDRA
A1Q6QXNFIYRP4V,B00MUG2Z3M|B00SBXVCLE|B01DNQHVV8|B01HIUOCW6|B0018FXETA|B00BFWCR9E|B01AFJ0AUA,B01H9YB06C|B00GQ4MMXW
A1Q9CD15Q1A70A,B016I78D5W|B01AP95GIQ|B00KF1ISD0|B01ARA93UU|B01E3R2HAQ|B01CSF46RC|B00UN11OG0|B01B16YUT8|B014GZFIPQ|B01D62L49Y,B01CZEVA1G|B015K4SL3S|B016JJ9BG4
A1QARLRDNKUALF,B00YX7FZXS|B00UWUH3P8|B01E5T5IR6|B01D8HGUUA|B00O27ZVYW,B01C2OA4L6|B01GRPI864
A1QG78J6097OO8,B00J22RA0U|B00UFCUGVQ|B006K5JWF8|B00VHGEU6G|B00VWCTRNQ|B00VXUPZNS|B00XVEKQLK,B017FZIKEA|B01G35EGSW
A1QGM2FHBPZ7FM,B00F90HKZ4|B00JTU7G4K|B00P0BA6L2|B00P0BBQKW|B00QV5RUJW,B00QV5RE9I|B017OYWE6C
A1QGX3IWOHIZYA,B001IKJOLW|B0058YEJ5K|B0014F7B98|B009MA34NY|B0092UF54A|B005AGO4LU,B010RRWKT4|B014IBJKNO
A1QJYDROBH6F3B,B00KA3VO3O|B00KW4LIJQ|B00LMU7GHM|B00OCA7CQY|B00PJIMV2S|B00PJIR7M2,B00PJISBAY|B00QKAH1OW
A1QQ2DZ719SVWX,B00HH977ZS|B00KA3WMJY|B00LMU9LIE|B00PFNKKFM|B00L86JO8O|B00MQAZZIY|B00R28QRX2,B00R28M880|B010FJDVHE
A1QRQDM15KOZPX,B00PIBSN64|B00RGCLYYQ|B00PYH70SY|B00R28AICI|B00QY2EKHW|B00UDF11O6|B00YC0TB4A|B0145IEFZ8|B0145IDYY6,B00XSX3W1U|B01E94U0L6|B01FX6LLXA
A1R0798K5DDQZP,B00VHTUEFO|B012N205GQ|B014XJUSM8|B00VTDWVSQ|B00VTDX9M8|B018JXKXE2|B0188Q68J4,B01BUT1ADA|B01DC51MCE
A1R7S4XNZLSLBH,B001IKJOLW|B0058YEJ5K|B0014F7B98|B009MA34NY|B0092UF54A|B005AGO4LU,B010RRWKT4|B014IBJKNO
A1R9CFF27RIALC,B001IKJOLW|B0058YEJ5K|B0014F7B98|B009MA34NY|B0092UF54A|B005AGO4LU,B010RRWKT4|B014IBJKNO
A1RATAT1VKU6HG,B00CR9QRJU|B00HG9S4TM|B008596N0O|B00IE0ZHBU|B00BMVZ2FE,B00NJKKG8O|B019KNNOAU
A1REAVAC2GA7VN,B017INLG6I|B01875771Y|B015GRB5EQ|B01DBSIX60|B01AMNGIYQ|B01EG40QGI|B01E34Z9RM,B01EZU4V9Q|B01FZ76HK4|B00V9T8RKQ
A1RF29TDECR6KS,B00K8PJ1HK|B00NOFLBA6|B00IQZZEYS|B00IZ4I1C2|B00KREOWWG|B00MXG42US|B00MXRKYX6|B00UJ6GUYA,B015S9DE5K|B017BCH1VU|B011TG9LDA
A1RHM61RX40L7E,B00O1434CC|B01ESCAZMS|B00G1XBQK8|B014F5CLUW|B017VTQZ6A,B01F6O86XC|B00OPEMK78
A1RL260C87HXN8,B00PJIPH2O|B00KA3UP20|B00KA3UV0Q|B00LMU7WUI|B00PJIQ2P0|B00KA3VEG6|B00PJIPZGW,B00MIMN62C|B00MIMOVB2
A1RMZ2JABSIU2W,B016RCM20K|B0170ZHCB2|B0191UCKPW|B00X69GNV2|B00VN04F0C|B00SLQ3A98,B014IZUWZA|B0132XDVZ2
A1RNS06YMZXM0K,B001IKJOLW|B0058YEJ5K|B0014F7B98|B009MA34NY|B0092UF54A|B005AGO4LU,B010RRWKT4|B014IBJKNO
A1RRK0DPVHVSE8,B0148EY7DO|B019Q83S6O|B01BVHQY4Q|B00UA5U9GA|B01E6XKIDU|B00QM93FMI,B01ER6YLTI|B01CE53I5M
A1RRX286ZRI830,B008YOQ742|B0079WLWP4|B00CHZL5J6|B00JE49KPO|B00IWM8JHO|B00CHNXP0K|B00KYH9SHU|B00E9LR1AS|B00LVYEIPW|B00SOS8JF8|B00SORZEYI|B00VWC8HIC|B00515QO4K|B00PV9XNGI|B00PFNKKFM|B00N86PH88|B00RH9MYLA|B013Y6OON0|B00UR9KZ7M|B00MWWS6VE|B016K7TD5E|B019PFEJS4|B014SUETCC,B019I8K38S|B01CYAWBJ6|B0149XUVD4|B018795I0C|B0155OCOCM|B01E59OD86|B00YBD0CMS|B00NP254JW|B01FZAHW8C
A1RVDD4O9OPHAM,B00ECOQLTE|B00JUW5SCE|B00LMUA8MC|B00LMU8EHI|B00LMU8YAK|B00KT1267K|B00KBMDCNO|B00G7OAPYE|B00KBMDCQG|B00KBMDCTI|B00JPJO4PY|B00L7ITGWW,B00UDF11O6|B00HSMY35G|B00LMU7GHM|B00S99PCSE|B00S99PBRG
A1RWF29TTP9WTS,B01A0VGTSU|B009ERSRDM|B01E3W1GHQ|B0183JVBA2|B017N91N10,B0101B7SX4|B004R90DTI
A1RYFAH7BOYIA0,B0172XKTG2|B00PJIMV2S|B017IPFE6Y|B01EL7EEMM|B00OFOX3XS,B010PRQV46|B01FQKZZXA
A1RZ2RL1Q3M4YI,B00QPYWNTG|B019BUQP80|B011TFHD90|B00VOVLB7U|B013QT7676|B00E0JPUSE|B010E7Q5K2,B00JUJIOQY|B00PC9JQYU
A1S4O68F0UG4GA,B001IKJOLW|B0058YEJ5K|B0014F7B98|B009MA34NY|B0092UF54A|B005AGO4LU,B010RRWKT4|B014IBJKNO
A1S5EBA5S58CBE,B00VM2TQ5K|B00DLZ0RUE|B00IZSWFJ8|B0175OMWLS|B00JZBTW8G,B0116O6EEO|B013RKP4NW
A1SC6HVU28ND3D,B001IKJOLW|B0058YEJ5K|B0014F7B98|B009MA34NY|B0092UF54A|B005AGO4LU,B010RRWKT4|B014IBJKNO
A1SCGRGOG74N85,B014RWVAT6|B014RWWTKA|B019MDNFN4|B01ANMNXLM|B01C6ZEYQ2,B01D2PLICI|B01FQKY8CE
A1SHJ3MXRD2TPV,B00J8PY0EA|B00HH970VY|B00QIHMLLU|B00LTSNO8W|B00N9RFYYI|B00DLZ0NGC|B00E3RCYUK,B00GLQGDWG|B00IZT129G|B00ZOXFI1E
A1SJ4MTL9K5UWU,B00I0YQ6R4|B00IYF466W|B00VLWILVG|B00EOINCWC|B01E0279ZW,B00ET04IKK|B00ILNJ8GA
A1SLTI27QDSCXV,B00G9XM36G|B00HN8GULU|B00ZW3SCF0|B00JF5BNCA|B019Q577XC|B01BXQPTFK|B01G35EGSW|B01ASJW596,B01DY6OPP2|B01EPIVALA|B01G7XTWLG
A1SOPIJUQEAB47,B00JWM7FVE|B00YAEBLBY|B00ZOQ5JDI|B00TYUKM1E|B01B2AMYYG,B00UJ6GUYA|B0172SWE3I
A1SR58S4CXKU5G,B001IKJOLW|B0058YEJ5K|B0014F7B98|B009MA34NY|B0092UF54A|B005AGO4LU,B010RRWKT4|B014IBJKNO
A1SY99HRG8O3YV,B00ITHOA52|B00MQS6BX4|B00UKQH3SQ|B00SYB9B84|B00K8PIZ5E,B00N1U2MVQ|B00V7RBTZU
A1T4Y41CCA3VO,B00V5GSIGQ|B017R7QLE2|B017G6L8FG|B01AHD2NQS|B01CZTJS1K|B01EPIIAIG,B01564J8CU|B017B2B4WM
A1T708NWV60HSO,B0092UF54A|B005AGO4LU|B010RRWKT4|B014IBJKNO|B001IKJOLW|B0058YEJ5K,B0014F7B98|B009MA34NY
A1T9YPNY07STGX,B00NW5HSFK|B015R6FM5O|B01CJMA1VE|B01DXLTEKO|B01GJSGYW4,B01FSEUYSA|B01H4VSKM2
A1TB3KTV1I4V6H,B0132Y0B3Q|B013W8OPYI|B017QY2ACI|B017OQIWXY|B00WPCJL10,B014QXL03W|B00WDX1AT2
A1TEBP1FCCJW5V,B001IKJOLW|B0058YEJ5K|B0014F7B98|B009MA34NY|B0092UF54A|B005AGO4LU,B010RRWKT4|B014IBJKNO
A1TFZVGT6J5NYZ,B001IKJOLW|B0058YEJ5K|B0014F7B98|B009MA34NY|B0092UF54A|B005AGO4LU,B010RRWKT4|B014IBJKNO
A1TLGZFKWDD2UZ,B00W3EO9J4|B01CY0QT8U|B01E7014T4|B01EAIJZ7G|B01F78KHTI|B01EAHMH5E|B017LTN310,B01GFTH0YS|B01F6YXQSC
A1TPTRMYHOFPES,B00512WRYY|B00HMHNJ20|B00EM8JE2Q|B00P9ESJAK|B00MVRDOZ8|B01BMTRLXG|B0181EUNEO|B00M35T8T4,B013JX8CWM|B017K7YVR8|B017K7YVO6
A1TSKC7FB8KOMJ,B00PZI1WYU|B00LYZWT6S|B00PPP0EHE|B00NEFJEP0|B00PGJVBB2|B00N5JFO54|B00N5LIBSY|B00N2NI3D8|B00KP1CTVW,B00KP2YRAC|B00N084M3U|B00UT05CQS
A1TTMWECVN9ZXY,B015QSPPVY|B015QV9EIQ|B015QTQC2Y|B015QTXUM4|B00KA3QT8Y,B0186PEB1E|B00I0VHS10
A1TV6367GN6JD2,B00SZKSQ9O|B00Z9NZBPM|B00VWCU6P4|B00G62BW80|B017I7QG3C|B01G35EGSW,B015DWNG6E|B015ZFIPY2
A1TZLT3JZGLSGW,B00D4ZXYOM|B00L4VRG3S|B00MGFPYGC|B00N5FIB3K|B00WMCJ24O,B018FKB0OG|B01CSJZ0IW
A1UVQ1J6FO55LI,B00AIIQJP4|B00FPFBCFW|B00GYT84FO|B00K9JHTY2|B00KHF1NH2|B00KZIQZQU|B00L03MDOC,B00MPIK2LC|B00SMC3D7K|B00IZ61MU8
A1UVWOQTPDSYGY,B001IKJOLW|B0058YEJ5K|B0014F7B98|B009MA34NY|B0092UF54A|B005AGO4LU,B010RRWKT4|B014IBJKNO
A1V0U2ZFSV1F00,B00J4IC778|B00JM7376G|B00BLF88S4|B003O9PNNI|B00FYD8BMW,B00V01TNII|B00V01TNJM
A1V935MCODO9VA,B00KA3R3M0|B00KA3UV0Q|B00KW4LIJQ|B00KW4KR66|B00LMU7GHM|B00OCA7CQY|B00PJIPZGW,B014EPXM5G|B00S1AQG3Q
A1VAFWMXX6RT95,B013QLDQ7S|B016NTLK14|B01FD1C2ZQ|B0179RC054|B01EY60NKC|B01HERMY0U|B01CG3Z8RS,B01HH6E7WG|B01F8TF2SM
A1VBSVWWJVPQQH,B00KHG7ZMS|B00NPHJY98|B00PJIR7M2|B01D8AGFEI|B00E834CJA|B00KW4LCCE,B00V903YRQ|B00V9PEFJ2
A1VF66YYH0PSA8,B000YFSR5G|B00W3K7O36,B00PBCH10O|B01G2FUKYM
A1VH37JYIIHE3F,B001IKJOLW|B0058YEJ5K|B0014F7B98|B009MA34NY|B0092UF54A|B005AGO4LU,B010RRWKT4|B014IBJKNO
A1VQQQJITCH112,B015R2ZFUA|B00KREOWWG|B00ZHYRJ4Y|B015H40F4E|B017XEPI7A,B018WZKJLY|B019S3X4YI
A1VV1ZELKF0KP7,B00TIG14ES|B01GHP2G1M|B00N798DNW|B00NG96V0U|B00YU46RB8,B00MC7DWLS|B017KE538W
A1VXFXHDY4SRI5,B001IKJOLW|B0058YEJ5K|B0014F7B98|B009MA34NY|B0092UF54A|B005AGO4LU,B010RRWKT4|B014IBJKNO
A1VXLNSVU0FSRI,B00KREP1HQ|B00KW4LIJQ|B00KW4LCCE|B00LMU8EHI|B00LMU9NE6|B00MIMOVB2|B00PJIUQZ2|B017Z1F43O|B0062HQM52,B00PAZ9KYC|B00L82BTFO|B00P05VWQQ
A1VYUN6V57UEUL,B00JRADK42|B00FFRR07E|B00FFRQW8W|B00KSMYMYA|B00KSMWLZM,B00HRDEP72|B00HRDEKPY
A1W2999G87JBXY,B00IZ61MU8|B00EY1GPVY|B00KE115Q8|B007HXMQXM|B00B30HIIS,B00YUD7OUM|B010CRU9OC
A1W511P7B2QSQE,B00UO2OZFU|B013QAAAB4|B018A0K402|B013SOG1P2|B018Q922HU|B01B2AXEHW,B01BYCNHH0|B01CFJDXPM
A1W75MLLZKOMMY,B00KFBI5YC|B0018N8CHQ|B00N9RFYYI|B00VASKTOI|B00YZ4Y07Q,B010AIVIBG|B00OZQQIFQ
A1WEGXW4ZRBWYD,B00P605URC|B00TIGMI0M|B00XHKYC9A|B00LTN3XGU|B009IMXP08|B00LTN3N88,B00LTN3LHG|B00LTN3VE4
A1WGDEQCX7C852,B005CD3AH0|B00IYZH9T8|B00MJUBLIO|B00P7K5I7I|B002QSTHEE|B00GTEWK22|B00JF5BNCA,B01605SO6A|B018HYR6WA|B00N1UQHL2
A1WK3VVSUB1FY7,B001IKJOLW|B0058YEJ5K|B0014F7B98|B009MA34NY|B0092UF54A|B005AGO4LU,B010RRWKT4|B014IBJKNO
A1WQ69ZC4B1PN6,B00CJQGO2G|B00CMQ382W|B00O5D1TBM|B00MYCSCGQ|B008P72DB4|B01BUHQNJ8,B01C3QN4TM|B00QK96WA2
A1WVSBL8J4ZESK,B001IKJOLW|B0058YEJ5K|B0014F7B98|B009MA34NY|B0092UF54A|B005AGO4LU,B010RRWKT4|B014IBJKNO
A1X0HCTWXK286Z,B0018N66X8|B0018N7NP8|B005F6E19K|B00BBB88MY|B003VMKXWY,B00NGJP5H0|B01DZX0NG4
A1X1DXP9HGXG27,B001IKJOLW|B0058YEJ5K|B0014F7B98|B009MA34NY|B0092UF54A|B005AGO4LU,B010RRWKT4|B014IBJKNO
A1X1ZJUOWLSFPG,B00JAI6J3K|B00SWWQ9HG|B001IKJOLW|B0058YEJ5K|B0014F7B98|B009MA34NY|B0092UF54A,B005AGO4LU|B010RRWKT4|B014IBJKNO
A1X3UYV5B7TRGL,B00DWPDLBU|B00GNU65NM|B00DUW4VB4|B00QRCBE8C|B00G9XM36G,B00NHIT15C|B00CJQGQAG
A1X9LD193F6ZA3,B00HWQ5MVC|B00LO8YTV8|B00MPECRTG|B00O0LKXZC|B0107RE9BQ|B00D0U60G0,B010RY7BG4|B01GZZP4SG
A1XFWCTFF0JFLZ,B00KA3VEG6|B00KW4L9XQ|B00LMU8WSE|B00LMU7WUI|B00OCA59LY,B00PJIPZGW|B00RGCLYYQ
A1XKQX71GJASJR,B00AS1H3VK|B000P0X15G|B00201ER88|B00IX0SHG8|B017XX4NG8,B005I6XJTA|B00NUM6OQE
A1XN9JDTZGBZIY,B00K5MJH6G|B00JB67ZBG|B01GNRCNEO|B015FMQ3BM|B00CQ9561G|B01FVZE4HS,B017LRH6KG|B01GH5Q7KS
A1Y4P3W0GT57BZ,B00WIXZ5AW|B00CTW7XFM|B016352ZHG|B01F2KV9AM|B014FIT936|B01GJH43NC,B00JBIFNCW|B01ANKGXSO
A1Y5TEGKKBL5X3,B015QN4JL6|B015KHLXEE|B01B5BWTNS|B01E8HLDRE|B01EEVJIJE|B00WJ1Q1P6,B01EMCAEMA|B01E4E6CKE
A1YAP371XWJC6L,B00SYZ63W2|B00YR79HME|B00LGMGAPA|B000KPIHQ4|B000V0IBDM|B00CFQZUZM,B00RDQ96EA|B00OKWHECQ
A1YF57G9F26TES,B00Q438ZEA|B01AZ4VI42|B01BD1A3YW|B00U8DB6ZW|B01G35EGSW|B01BXQPUS6,B01H2QWDJK|B01GK3UFKK
A1YMM5JZYWTI82,B00D4FPORM|B00FI8ZAKO|B00FW54M8O|B00DESXQU6|B00FS3JIM0,B00FW3TEDE|B01A8M5NVA
A1YS1Q19Z1EXSZ,B00JBVUWRK|B009ESBCX8|B00BG9JWEE|B00DH6LY90|B00IYF4QSA|B00P3JYK0Y|B00VVXAFSC|B014UJH2UC|B00Y7N59PM,B00ZP7E5YK|B00KREOWWG|B017TXJIEY
